,isbn,title,author,pub_year,publisher,categories,description,Category,Price,
789,345316770,Almost Paradise,Susan Isaacs,1990,Ballantine Books,Fiction,"This story of Jane and Nicholas Cobleigh, takes a look at the comedy and heartbreak of twenty years of marriage","Entertainment,Educational,Spiritual",327.19,
790,375700757,Cold Mountain : A Novel,CHARLES FRAZIER,1998,Vintage,Fiction,"Inman, an injured and disillusioned Confederate soldier, embarks on a harrowing journey home to his sweetheart, Ada, who herself is struggling to run the farm left her at her father's sudden death","Educational,Spiritual",327.50,
791,70212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill,Fiction,"Mrs. Threadgoode's tale of two high-spirited women of the 1930s, Idgie and Ruth, helps Evelyn, a 1980s woman in a sad slump of middle age, to begin to rejuvenate her own life","Spiritual,Entertainment",327.81,
792,385480016,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,1995,Anchor,Language Arts &amp; Disciplines,"A step-by-step guide to writing and managing the writer's life covers each portion of a written project, addresses such concerns as writer's block and getting published, and offers awareness and survival tips. Reprint. Tour.",Entertainment,328.11,
793,61098361,Circle of Three: A Novel,Patricia Gaffney,2001,HarperTorch,Fiction,"“Gaffney’s characters are appealing and realistic…Readers will race through this book.” —New Orleans Times Picayune “Poignant….Entertaining….As good as it gets.” —New York Post No other author writes about the lives and friendships of women with more warmth and grace than New York Times bestseller Patricia Gaffney. A true master of women’s fiction, with Circle of Three she flourishes the same breathtaking characterization and storytelling skills that made her previous novel, The Saving Graces, a readers’ favorite. The story of a woman grieving for her losses and her life, and her relationship with her overbearing mother and precocious young daughter, Circle of Three focuses on three generations of a troubled family, the anger and misunderstanding that separates them…and the love that holds them together. Gaffney does beautifully what Elizabeth Berg, Anne Rivers Siddons, and Anne Tyler also do so well: exploring the tricky bonds of family in novels both heart-soaring and heartbreaking.",Educational,328.42,
794,61093092,Lily White,Susan Isaacs,1997,HarperTorch,Fiction,"While working on the case of a con man accused of murdering his latest mark, criminal defense attorney Lee White is devastated when her husband Jasper asks for a divorce, demanding custody of their daughter, to marry Lee's sister, Robin",Spiritual,328.73,
795,451411013,The Grave Maurice (Richard Jury Novels),Martha Grimes,2003,Onyx Books,Fiction,"While flat on his back in a hospital bed, sleuth Richard Jury overhears a story that provokes his next murder investigation that is linked to a mysterious case of kidnapping involving the fifteen-year-old granddaughter of the owner of Ryder Stud Farm in Cambridgeshire. Reprint.","Entertainment,Educational",329.04,
796,446611239,The Cabinet of Curiosities,Douglas Preston,2003,Warner Books,,,"Entertainment,Spiritual",329.35,
797,553580078,The Years of Rice and Salt,Kim Stanley Robinson,2003,Spectra Books,Fiction,"In an alternate history world in which the population of Europe is almost completely wiped out by the Black Death during the fourteenth century, three superpowers--China, India, and the nations of Islam--battle for supremacy in a World War destined to create a new world order. By the author of Red Mars. Reprint.","Entertainment,Educational,Spiritual",329.66,
798,425189414,Midnight Runner,Jack Higgins,2003,Berkley Publishing Group,Fiction,"Even though her brothers tried to assassinate the President of the United States, Kate Rashid is determined to make those responsible for killing her brothers pay with their lives and embarks on a mission of vengeance.",Entertainment,329.97,
799,451410912,A Killing Gift,Leslie Glass,2003,Onyx Books,Fiction,"When a retirement party for Lieutenant Bernardino, her former boss and mentor, results in murder, NYPD detective April Woo must cast aside her grief and find Bernardino's killer among her fellow police officers - an investigation that puts her life in grave danger. Original.",Educational,330.28,
800,316781266,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books,Fiction,"From the last time Linda and Thomas meet, at a charmless hotel in a distant city, to the moment, thirty-five years earlier, when a chance encounter on a rocky beach binds them fatefully together, this hypnotically compelling novel unfolds a tale of intense passion, drama, and suspense. The Last Time They Met is a singularly ambitious and accomplished work by one of today's most widely celebrated novelists.",Spiritual,330.59,
801,486280616,Adventures of Huckleberry Finn (Dover Thrift Editions),Mark Twain,1994,Dover Publications,,,"Entertainment,Educational",330.90,
802,671032658,The Green Mile,Stephen King,1999,Pocket,Fiction,"Originally published as a six-part serial novel, this chilling novel introduces the inmates of Cold Mountain Penitentiary, convicted killers all awaiting a date with the electric chair, including the enigmatic John Coffey. Reprint.","Entertainment,Spiritual",331.21,
803,451402103,"Bitter Blood: A True Story of Southern Family Pride, Madness, and Multiple Murder",Jerry Bledsoe,1997,Onyx Books,True Crime,"Chronicles two multiple murders, one in Kentucky, one in North Carolina, whose investigations became linked to one person, Susie Sharp Newsom Lynch.","Entertainment,Educational,Spiritual",331.52,
804,373250223,Name &amp; Address Withheld (Red Dress Ink (Paperback)),Jane Sigaloff,2002,Red Dress Ink,Fiction,"Urban sexpert Lizzie Ford's magazine column and radio show are bombarded with romantic casualties on a daily basis. What a relief that, after years of dating, Lizzie herself has finally leapt off the shelf and into the arms of advertising genius Matt Baker. Little does Lizzie know that a seemingly innocent note will catapult her into a scorching scandal.","Educational,Spiritual",331.83,
805,380817683,Rachel's Holiday,Marian Keyes,2001,Avon Books,,,"Spiritual,Entertainment",332.14,
806,671689231,Little Girl Lost,Drew Barrymore,1991,Pocket,,,Entertainment,332.45,
807,380814021,The Princess Diaries,Meg Cabot,2001,HarperTrophy,Juvenile Fiction,"Fourteen-year-old Mia, who is trying to lead a normal life as a teenage girl in New York City, is shocked to learn that her father is the Prince of Genovia, a small European principality, and that she is a princess and the heir to the throne. Reprint.",Educational,332.76,
808,373711026,North Country Man,Carrie Alexander,2002,Harlequin,Fiction,,Spiritual,333.07,
809,373710992,The Farmer's Wife,Lori Handeland,2002,Harlequin,Fiction,"Kim Luchetti couldn't get away fst enough from the Illinois farm she grew up on-and from boyfriend Brian Riley. Now she's back.Her father is ailing, and so is Brian -after his first sight Kim causes him to tumble off a barn roof and break his wrists!","Entertainment,Educational",333.38,
810,61098795,The Wailing Wind,Tony Hillerman,2003,HarperTorch,Fiction,"Officer Bernadette Manuelito found the dead man slumped over in the cab of a blue pickup abandoned in a dry gulch off a dirt road—with a rich ex-con's phone number in his pocket ... and a tobacco tin nearly filled with tracer gold. It's her initial mishandling of the scene that spell trouble for her supervisor, Sgt. Jim Chee of the Navajo Tribal Police—but it's the echoes of a long ago crime that call the legendary former Lieutenant Joe Leaphorn out of retirement. Years earlier, Leaphorn followed the trail of a beautiful, young, and missing wife to a dead end, and his failure has haunted him ever since. But ghosts never sleep in these high, lonely Southwestern hills. And the twisted threads of craven murders past and current may finally be coming together, thanks to secrets once moaned in torment on the desert wind.","Entertainment,Spiritual",333.69,
811,375725784,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,India,"A memoir of a college senior who, in the space of five weeks, loses both of his parents to cancer and inherits his eight-year-old brother. Here is an exhilarating debut that manages to be simultaneously hilarious and wildly inventive as well as a deeply hearfelt story of the love that holds a family together.","Entertainment,Educational,Spiritual",334.00,
812,225313922X,Les Thanatonautes,Bernard Werber,1996,LGF,Fiction,"L'homme a tout exploré : le monde de l'espace, le monde sous-marin, le monde souterrain ; pourtant il lui manque la connaissance d'un monde : le continent des morts. Voilà la prochaine frontière. Michael Pinson et son ami Raoul Razorbak, deux jeunes chercheurs sans complexes, veulent relever ce défi et, utilisant les techniques de médecine mais aussi d'astronautique les plus modernes, partent à la découverte du paradis. Leur dénomination ? Les thanatonautes. Du grec Thanatos (divinité de la mort) et nautès (navigateur). Leur guide ? Le livre des morts tibétains, le livre des morts égyptiens mais aussi les grandes mythologies et les textes sacrés de pratiquement toutes les religions qui semblent depuis toujours avoir su ce qu'étaient le dernier voyage et le "" véritable "" paradis. Peu à peu les thanatonautes dressent la carte géographique de ce monde inconnu et en découvrent les décors immenses et mirifiques ; Le mot terra incognita recule en même temps que, jour après jour, on apprend ce qui nous arrive après avoir lâché notre dernier soupir.","Educational,Spiritual",334.31,
813,142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books,Fiction,"In order to rescue the love of her life from the corrupt multinational Goliath, Thursday seeks out a believed-vanquished enemy from the pages of The Raven and finds unexpected assistance from Great Expectation's Miss Havisham. Reader's Guide available. Reprint. 150,000 first printing.","Spiritual,Entertainment",334.61,
814,452281784,Bad Heir Day,Wendy Holden,2001,Plume Books,Fiction,"When her gorgeous and wealthy boyfriend asks her to move out, aspiring novelist Anna takes a job as a nanny for a family she considers horrible, and meets Jamie, a handsome heir to a Scottish castle who might be too good to be true.",Entertainment,334.92,
815,375704558,Charlotte Gray,Sebastian Faulks,2000,Vintage Books USA,Fiction,"A young Scottish woman who falls in love with a World War II RAF pilot shortly before his plane is lost over France joins the Resistance movement to find him, only to discover a larger meaning in her new role.",Educational,335.23,
816,038533656X,Apocalipstick,SUE MARGOLIS,2003,Delta,Fiction,"Feisy, aspiring journalist Rebecca Fine struggles to make ends meet by writing a beauty column, while dealing with a Jewish dating service, her widowed father's engagement to an unpleasant classmate, and a sexy new coworker, until she discovers that the hot new anti-wrinkle cream is made of truth serum. Original.",Spiritual,335.54,
817,743230213,Harem: A Novel,Dora Levy Mossanen,2002,Touchstone,Fiction,"A seductive and intriguing journey from the humble Persian Jewish quarter to the fascinating world of shahs, soothsayers, eunuchs, and sultanas, Harem follows three generations of strong-willed and cunning women: Rebekah -- a poor girl married to the abusive blacksmith, Jacob the fatherless -- who emerges from her disastrous match with a mysterious brand between her breasts; Gold Dust, Rebekah's treasured daughter, who enters the opulent and perilous world of the harem and captivates the shah with her singing bones; and Gold Dust's daughter, the revered and feared albino princess Raven, who will one day rule the empire. Rich in visual imagery, Harem vividly depicts the exotic bazaars and dangerous alleys of the city and palace chambers brimming with conspiracy and betrayal -- as well as love and redemption. A skillfully crafted, intricately textured novel, Harem represents the beginning of a remarkable literary career.","Entertainment,Educational",335.85,
818,345436911,The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001,Ballantine Books,Fiction,"In a novel set in London during the Industrial Revolution, a prostitute borrows a blue dress to attract a higher class of client and is shadowed through the streets by an evil old woman hired by the dress' owner to keep an eye on her.","Entertainment,Spiritual",336.16,
819,452284481,Le Divorce (William Abrahams Book),Diane Johnson,2003,Plume Books,Fiction,"Pregnant and abandoned, Roxeanne Walker de Persand has her rough-edged sister, Isabel, come to Paris to help her through this period where the powerful Persand family is pushing for a divorce and control of a valuable Walker family heirloom.","Entertainment,Educational,Spiritual",336.47,
820,802135196,Valley of the Dolls: A Novel,Jacqueline Susann,1997,Grove Press,Fiction,"Three women seek escape as they learn about the bitterness, corruption, and falsehoods of the show-business world","Educational,Spiritual",336.78,
821,440217520,Tunnel Vision (V.I. Warshawski Novels (Paperback)),Sara Paretsky,1995,Dell,Fiction,"Protesting plans to tear down her apartment building by refusing to move out, private eye V. I. Warshawski discovers a homeless family in that basement that mysteriously disappears just before Warshawski is implicated in a murder. Reprint.","Spiritual,Entertainment",337.09,
822,373834985,Comfortable Wife,Stephanie Laurens,2002,Harlequin,Fiction,"Antonio Mannering was certain that, if she proved to Lord Philip Ruthven that she was capable of running his home and would not disgrace him in society, he would propose a comfortable arrangement. But she never expected their hearts would find their way into the bargain.",Entertainment,337.40,
823,679450548,I Was Amelia Earhart,Jane Mendelsohn,1996,Random House Inc,Fiction,"In an imaginative novel about a real-life mystery, Amelia Earhart describes what happened after she and her navigator disappeared off the coast of New Guinea in 1937 and discusses her love of flying, memories of her past, and her life with G. P. Putnam. A first novel.",Educational,337.71,
824,345339703,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,1986,Del Rey,Fantasy,,Spiritual,338.02,
825,038039586X,Watership Down,Richard George Adams,1975,Harpercollins,,,"Entertainment,Educational",338.33,
826,670030643,The Eyre Affair (Alex Awards (Awards)),Jasper Fforde,2002,Viking Books,Fiction,"In a world where one can literally get lost in literature, Thursday Next, a Special Operative in literary detection, tries to stop the world's Third Most Wanted criminal from kidnapping characters, including Jane Eyre, from works of literature.","Entertainment,Spiritual",338.64,
827,60929596,As Nature Made Him : The Boy Who Was Raised as a Girl,John Colapinto,2001,Perennial,Medical,Tells the story of a man whose botched circumcision as a baby and subsequent surgical alteration to a female was mistakenly used as an argument for the success of such procedures.,"Entertainment,Educational,Spiritual",338.95,
828,3499232871,Herzsprung,Ildiko Kurthy,2003,Distribooks Inc,Fiction,,"Educational,Spiritual",339.26,
829,440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,,,"Spiritual,Entertainment",339.57,
830,609600745,The Art of Doing Nothing: Simple Ways to Make Time for Yourself,Veronique Vienne,1998,Clarkson N Potter Publishers,Self-Help,"Suggests a variety of stress-reducing techniques, including breath control, meditation, reflexology, napping, hydrotherapy, aromatherapy, and silence",Entertainment,339.88,
831,375707425,Embers,SANDOR MARAI,2002,Vintage,Fiction,"Following a forty-one year separation, two men reunite in a castle at the foot of the Carpathian Mountains to share stories and accusations touching on their lives and that of a third person, the now-dead lady of the castle.",Educational,340.19,
832,590447319,In My Father's House (Point),Ann Rinaldi,1996,Scholastic,Juvenile Fiction,"For two sisters growing up surrounded by the Civil War, there is conflict both outside and inside their house.",Spiritual,340.50,
833,440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf,Juvenile Fiction,A young Indian girl learns the art of survival when she is stranded on an isolated Pacific island.,"Entertainment,Educational",340.80,
834,812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card,2001,Tor Books,Fiction,"The War is over, won by Ender Wiggin and his team of brilliant child-warriors. The enemy is destroyed, the human race is saved. Ender himself refuses to return to the planet, but his crew has gone home to their families, scattered across the globe. The battle school is no more. But with the external threat gone, the Earth has become a battlefield once more. The children of the Battle School are more than heroes; they are potential weapons that can bring power to the countries that control them. One by one, all of Ender's Dragon Army are kidnapped. Only Bean escapes; and he turns for help to Ender's brother Peter. Peter Wiggin, Ender's older brother, has already been manipulating the politics of Earth from behind the scenes. With Bean's help, he will eventually rule the world. Shadow of the Hegemon is the second novel in Orson Scott Card's Shadow Series.","Entertainment,Spiritual",341.11,
835,880387483,"Tantras (Forgotten Realms:  Avatar Trilogy, Book 2)",Richard Awlinson,1989,Wizards of the Coast,Fiction,"Falsely convicted of the murder of Elminster, a group of adventurers escapes the dungeons of Shadowdale, arriving in Tantras and finding themselves in the midst of a struggle between two deities","Entertainment,Educational,Spiritual",341.42,
836,880387300,"Shadowdale (Forgotten Realms:  Avatar Trilogy, Book One)",Scott Ciencin,1989,Wizards of the Coast,Fiction,"Seeking to escape their pasts, three adventurers join forces with Midnight, a powerful magic-user with extraordinary abilities--and a penchant for finding trouble",Entertainment,341.73,
837,425163385,The Night Crew,John Sandford,2004,Berkley Publishing Group,Fiction,"Roaming the night streets of Los Angeles in search of news items for their cameras, Anna Batory and her crew of video freelancers are shattered by the death of a suicidal jumper and the murder of one of their team members, a crime that exposes dangerous secrets from the past. Reissue.",Educational,342.04,
838,743444051,CSI: Sin City,Max Allan Collins,2002,Pocket,,,Spiritual,342.35,
839,671042262,The Blue Nowhere : A Novel,Jeffery Deaver,2002,Pocket,,,"Entertainment,Educational",342.66,
840,425157539,Sudden Prey,John Sandford,1997,Berkley Publishing Group,Minneapolis (Minn.),"This streamlined thriller is a rematch for Minneapolis homicide cop Lucas Davenport and the insane killer he caught in Sandford's earlier slasher novel, Eyes of Prey. After psychotic pathologist Dr. Mike Bekker escapes from a New York courthouse and begins a killing spree, NYPD Lt. Lily Rothenberg asks Davenport, her former lover, to come to Manhattan and help the investigation. Despite Bekker's ruined face (courtesy of an enraged Davenport), the killer eludes capture and the bodies keep piling up, each with the eyelids cut off so that Bekker could photograph his victims as they died.","Entertainment,Spiritual",342.97,
841,553585681,Always a Thief,Kay Hooper,2003,Bantam Books,Fiction,"Uneasy about the forthcoming exhibition of the priceless Bannister collection, show director Morgan West finds herself forced into an uneasy alliance with master cat burglar Quinn, who enlists her assistance to catch an elusive and deadly criminal adversary. Original.","Entertainment,Educational,Spiritual",343.28,
842,553585118,Once a Thief,Kay Hooper,2002,Bantam Books,Fiction,"While preparing for the showing of the Bannister collection, exhibit director Morgan West has a late-night run-in with international cat burgler Quinn, and also experiences strong premonitions of danger as the display opening draws closer.","Educational,Spiritual",343.59,
843,886777690,A Thousand Words for Stranger (Daw Book Collectors),Julie E. Czerneda,1997,Daw Books,Fiction,"Alone on the planet of Auord with no memory of who she is, Sira is forced to accept the protection of the enigmatic Captain Morgan long enough to regain her telepathic powers and rescue her own beleaguered race. Original.","Spiritual,Entertainment",343.90,
844,743212002,Deck the Halls,Mary Higgins Clark,2000,Simon &amp; Schuster,Fiction,"When Regan Reilly's father is kidnapped three days before Christmas, she investigates the disappearance with the help of her parents' neighbors, Willy and Alvirah Meehan.",Entertainment,344.21,
845,3426650754,"Der Mann, der's wert ist.",Eva Heller,1994,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",,,Educational,344.52,
846,373152655,Christmas Miracles,Betty Neels,1997,Harlequin,,,Spiritual,344.83,
847,037348397X,The Donovan Legacy,Nora Roberts,1999,Harlequin,Fiction,"Three extraordinary cousins--Morgana, Sebastian, and Anastasia--who have inherited some most unusual magical talents from their Celtic ancestors--find true love, in a trio of novels--Captivated, Entranced, and Charmed. Reprint.","Entertainment,Educational",345.14,
848,380773155,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",Beatrice Sparks,1994,Avon,Juvenile Fiction,The editor of the classic GO ASK ALICE has compiled the poignant journals of a 14-year-old date-rape victim who contracted AIDS and died.,"Entertainment,Spiritual",345.45,
849,3404100263,Die Nadel,Ken Follett,1980,Gustav Lubbe Verlag GmbH,Fiction,"April 1944. Die Invasion steht unmittelbar bevor. Um den Deutschen eine Landung bei Calais zu suggerieren, haben die Briten mit Gummipanzern, Pappflugzeugen und potemkinschen Kasernen das größte Täuschungsmanöver aller Zeiten in Südostengland inszeniert. Diese Geisterarmee ist so geschickt in das Funk- und Meldesystem der alliierten Streitkräfte eingewoben, dass selbst Canaris+ Abwehrapparat sie für echt hält. Denn was Canaris nicht weiß: Seine Spione in England sitzen hinter Gittern und funken nur Spielmaterial - bis auf einen: Henry Faber, genannt »die Nadel«. Lange vor dem Krieg nach England eingeschleust, hat er es verstanden, unentdeckt zu bleiben. Und ihm gelingt das Unmögliche: Er kommt den Engländern auf die Schliche und enttarnt das Unternehmen »Fortitude«. Aber das Schwierigste steht ihm noch bevor: Er muss sein Beweismaterial in die Hände des deutschen Generalstabs bringen. Sein Fluchtweg quer durch Großbritannien wird zur blutigen Spur ...","Entertainment,Educational,Spiritual",345.76,
850,679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA,Provence (France),"A month-by-month account of the author's experience in the first year of restoring a two-centuries old stone farmhouse in back country Provence, France.","Educational,Spiritual",346.07,
851,786889373,The Big Picture,Douglas Kennedy,1998,Warner Books (Mm),Fiction,"Ben Bradford is a partner in a powerful Manhattan law firm with a beautiful wife in the affluent Connecticut suburbs. But beneath the exterior, Ben is unfulfilled in his career and only finds solace in his darkroom with his dreams of being a photographer. With the ironic discovery that his wife is having an affair with a neighbor who is a photographer, Ben goes over the edge in his attempt to put things right, and changes his life forever. It's an unbelievable change--unless you see the big picture.","Spiritual,Entertainment",346.38,
852,2070364283,La Perle,John Steinbeck,1973,Gallimard,Fiction,"Jouant de sa lame comme d'un levier, il le fit céder et le coquillage s'ouvrit. Les lèvres de chair se crispèrent puis se détendirent. Kino souleva le repli et la perle était là, la grosse perle, parfaite comme une lune. Elle accrochait la lumière, la purifiait et la renvoyait dans une incandescence argentée. Elle était aussi grosse q'un œuf de mouette. C'était la plus grosse perle du monde.",Entertainment,346.69,
853,2070415686,"Le Guide galactique, tome 1",Jean Bonnefoy,2000,Gallimard,,,Educational,347.00,
854,2070360423,LA Peste (Folio Series: No. 42),Albert Camus,1985,Distribooks,,,Spiritual,347.30,
855,2253004898,Guerre De Troie N'Aura Pas Lieu,Jean Giraudoux,2001,Distribooks Inc,,,"Entertainment,Educational",347.61,
856,380600129,The Indian in the Cupboard,Lynne Reid Banks,1999,HarperTrophy,Juvenile Fiction,"When Omri's plastic Indian, put in an unusual cupboard overnight, comes to life, Omri has a new friend who can teach him about another culture and another time.","Entertainment,Spiritual",347.92,
857,082176828X,What You Wish for,Fern Michaels,2001,Zebra Books,Fiction,"Fleeing the abusive wealthy husband who tried to kill her, Helen Ward changes her identity and moves across the country to build a new life for herself, but her past may come back to haunt her as it threatens her relationship with Sam Tolliver.","Entertainment,Educational,Spiritual",348.23,
858,316693324,When the Wind Blows,James Patterson,1998,Replica Books,Fiction,"While grieving her husband's murder, a young Colorado veterinarian meets a troubled FBI agent and begins to uncover the world's most sinister secrets. Frannie O'Neill is a young and talented veterinarian living in Colorado. Plagued by the mysterious murder of her husband, David, a local doctor, Frannie throws herself into her work. It is not long before another bizarre murder occurs and Kit Harrison, a troubled and unconventional FBI agent, arrives on her doorstep. Late one night, near the woods of her animal hospital, Frannie stumbles upon a strange, astonishing phenomenon that will change the course of her life forever: her name is Max. With breathtaking energy, eleven-year-old Max leads Frannie and Kit to uncover one of the most diabolical and inhuman plots of modern science. Bold and compelling, When the Wind Blows is a story of suspense and passion as only James Patterson could tell it.","Educational,Spiritual",348.54,
859,553283685,Hyperion,DAN SIMMONS,1990,Bantam,Fiction,"A pilgrimage to the realm of the Shrike, a part-god/part-killing machine, provides the travellers the forum to tell their incredible stories","Spiritual,Entertainment",348.85,
860,590629824,The Capture (Animorphs (Paperback Numbered)),Katherine Applegate,1997,Scholastic,Juvenile Fiction,"Attempting to get more information about the Yeerks, Jake is suddenly taken over by one of the parasitic aliens and becomes one of them, and the Animorphs launch a rescue mission.",Entertainment,349.16,
861,743412273,Pet Sematary,Stephen King,2001,Pocket,,,Educational,349.47,
862,345367898,Witching Hour (Lives of the Mayfair Witches),Anne Rice,1991,Ballantine Books,,,Spiritual,349.78,
863,553110721,"House Harkonnen (Dune: House Trilogy, Book 2)",Brian Herbert,2000,Bantam Books,,,"Entertainment,Educational",350.09,
864,553580272,"House Atreides (Dune: House Trilogy, Book 1)",Brian Herbert,2000,Spectra Books,,,"Entertainment,Spiritual",350.40,
865,679452281,Asylum,Patrick McGrath,1997,Random House Inc,,,"Entertainment,Educational,Spiritual",350.71,
866,393029190,And the Sea Will Tell,Vincent Bugliosi,1991,W W Norton &amp; Co Inc,,,"Educational,Spiritual",351.02,
867,449912558,The Sparrow,MARY DORIA RUSSELL,1997,Fawcett Books,,,"Spiritual,Entertainment",351.33,
868,449300021,Les Miserables,VICTOR HUGO,1982,Fawcett,,,Entertainment,351.64,
869,684835983,Before I Say Good-Bye : A Novel,Mary Higgins Clark,2000,Simon &amp; Schuster,,,Educational,351.95,
870,440226430,Summer Sisters,Judy Blume,1999,Dell Publishing Company,,,Spiritual,352.26,
871,385721358,Look at Me,Jennifer Egan,2002,Anchor Books/Doubleday,,,"Entertainment,Educational",352.57,
872,031231616X,I Capture the Castle,Dodie Smith,2003,St. Martin's Griffin,,,"Entertainment,Spiritual",352.88,
873,089480829X,What to Expect When You're Expecting (Revised Edition),Arlene Eisenberg,1996,Workman Pub Co,,,"Entertainment,Educational,Spiritual",353.19,
874,767912233,Babyville,JANE GREEN,2003,Broadway,,,Entertainment,353.50,
875,894805770,What to Expect the First Year,Arlene Eisenberg,1989,Workman Publishing,,,Educational,353.80,
876,440177499,Snow Queen,Joan D. Vinge,1984,Bantam Doubleday Dell,,,Spiritual,354.11,
877,62502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,1993,HarperSanFrancisco,,,"Entertainment,Educational",354.42,
878,688177751,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000,Perennial,,,"Entertainment,Spiritual",354.73,
879,345438329,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,,,"Entertainment,Educational,Spiritual",355.04,
880,345401123,Your Blues Ain't Like Mine,BEBE MOORE CAMPBELL,1995,Ballantine Books,,,"Educational,Spiritual",355.35,
881,1551669501,Diamond Spur,Diana Palmer,2002,Mira,,,"Spiritual,Entertainment",355.66,
882,375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA,,,Entertainment,355.97,
883,618126988,The Silmarillion,J.R.R. Tolkien,2001,Houghton Mifflin,,,Educational,356.28,
884,60094850,The Torn Skirt,Rebecca Godfrey,2002,Perennial,,,Spiritual,356.59,
885,142000361,The Florabama Ladies' Auxiliary &amp; Sewing Circle,Lois Battle,2002,Penguin Books,,,"Entertainment,Educational",356.90,
886,872860175,Howl and Other Poems (Pocket Poets),Allen Ginsberg,1956,City Lights Publishers,,,"Entertainment,Spiritual",357.21,
887,20518609,Short Stories of Ernest Hemingway (A Scribner classic),Ernest Hemingway,1987,Simon &amp; Schuster,,,"Entertainment,Educational,Spiritual",357.52,
888,345446860,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books,,,"Educational,Spiritual",357.83,
889,446310492,To Kill a Mockingbird,Harper Lee,1985,Warner Books,,,"Spiritual,Entertainment",358.14,
890,515090506,The Cat Who Played Brahms,Lilian Jackson Braun,1997,Jove Books,,,Entertainment,358.45,
891,399145087,Black Notice,Patricia Daniels Cornwell,1999,Putnam Pub Group,,,Educational,358.76,
892,812590244,Irish Eyes: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),Andrew M. Greeley,2001,Forge,,,Spiritual,359.07,
893,60192119,As Nature Made Him: The Boy Who Was Raised As a Girl,John Colapinto,2000,HarperCollins Publishers,,,"Entertainment,Educational",359.38,
894,836218256,Something Under the Bed Is Drooling,Bill Watterson,1988,Andrews McMeel Publishing,,,"Entertainment,Spiritual",359.69,
895,140140352,Haroun and the Sea of Stories,Salman Rushdie,1991,Penguin Putnam~trade,,,"Entertainment,Educational,Spiritual",359.99,
896,312990456,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,,,"Educational,Spiritual",360.30,
897,316969680,The Beach House,James Patterson,2002,"Little, Brown",,,"Spiritual,Entertainment",360.61,
898,881787017X,Senza Sangue,Alessandro Baricco,2002,Rizzoli Publications,,,Entertainment,360.92,
899,449207463,Superior Women,Alice Adams,1993,Fawcett Books,,,Educational,361.23,
900,3518368540,Homo Faber,Max Frisch,,Distribooks Int'l+inc,,,Spiritual,361.54,
901,141180633,Vineland,Thomas Pynchon,1997,Penguin Books,,,"Entertainment,Educational",361.85,
902,786887842,Rabbit-Proof Fence : The True Story of One of the Greatest Escapes of  All Time,Doris Pilkington,2002,Miramax,,,"Entertainment,Spiritual",362.16,
903,1853260312,"20,000 Leagues Under the Sea (Wordsworth Collection)",Jules Verne,1998,NTC/Contemporary Publishing Company,,,"Entertainment,Educational,Spiritual",362.47,
904,140016821,Cider With Rosie,Laurie Lee,1978,Penguin USA,,,"Educational,Spiritual",362.78,
905,440418569,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2003,Yearling,,,"Spiritual,Entertainment",363.09,
906,441005667,Forever Peace (Remembering Tomorrow),Joe Haldeman,1998,Ace Books,,,Entertainment,363.40,
907,312965338,The Climb: Tragic Ambitions on Everest,Anatoli Boukreev,1998,St. Martin's Press,,,Educational,363.71,
908,399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,,,Spiritual,364.02,
909,60514949,Dead Ringer,Lisa Scottoline,2004,HarperTorch,,,"Entertainment,Educational",364.33,
910,425188361,"Cerulean Sins: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,2003,Berkley Publishing Group,,,"Entertainment,Spiritual",364.64,
911,66210151,The Book of Shadows: A Novel,James Reese,2002,William Morrow,,,"Entertainment,Educational,Spiritual",364.95,
912,395177111,The Hobbit (Leatherette Collector's Edition),J. R. R. Tolkien,1973,Houghton Mifflin Company,,,Entertainment,365.26,
